arxiv_id,reader_id,human_jargon_term,definition_text,model
2403.04732v2,rid1,IntelligenceTest,"IntelligenceTest refers to a set of standardized questions and tasks designed to assess a person's intellectual capabilities, such as problem-solving skills, reasoning ability, and understanding of complex concepts. These tests are curated to measure various cognitive functions in a quantifiable way.",gpt4_abstract
2403.04732v2,rid1,Mensa IQ test,"The Mensa IQ test is a standardized test used to measure intelligence and cognitive abilities, and it is often used by the organization Mensa to determine eligibility for membership, which requires scoring in the top 2% of the population on the test.",gpt4_abstract
2403.04732v2,rid1,Mensa IQ test,"The Mensa IQ test is a standardized exam used to measure a person's intellectual ability compared to the general population, typically involving various puzzles and problems that assess logical reasoning and problem-solving skills. It is commonly used by Mensa, an international society that only admits individuals who score at the top 2% of the population on such IQ tests.",gpt4_rag
2403.04732v2,rid1,RAVEN,RAVEN is a dataset used to assess and develop the ability to solve visual puzzles that involve understanding and reasoning through patterns and relationships. This dataset specifically tests how well different models or systems can perform tasks that require analogical and relational visual reasoning.,gpt4_rag
2403.04732v2,rid1,RAVEN,RAVEN is a dataset used to assess the ability of models to handle complex visual reasoning tasks; it consists of challenges where one must identify the missing piece in a sequence of abstract patterns following certain rules.,gpt4_abstract
2403.04732v2,rid1,Raven's Progressive Matrices,"Raven's Progressive Matrices (RPMs) are a series of puzzles that challenge a person to complete patterns using visual cues. Each puzzle consists of a matrix with one part missing, and the solver must choose the piece that correctly completes the pattern from several options.",gpt4_rag
2403.04732v2,rid1,Raven's Progressive Matrices,"Raven's Progressive Matrices (RPMs) are a type of intelligence test that consists of visual puzzles. In these tests, participants are shown a matrix of images with one image missing, and they must select the correct image to complete the pattern from a set of options.",gpt4_abstract
2403.04732v2,rid1,SOTA VLM,"SOTA VLM refers to the most advanced or cutting-edge Vision-Language Models currently available. These models are designed to understand and process both visual images and language, allowing them to perform tasks that involve interpreting what they see and responding or acting based on that information.",gpt4_abstract
2403.04732v2,rid1,SOTA VLM,"SOTA VLM stands for ""state-of-the-art Vision-Language Model,"" which refers to the most advanced technology in computer systems that can understand and process both visual data, like images, and text simultaneously. These models are particularly adept at tasks that involve interpreting and responding to visual and textual information together.",gpt4_rag
2403.04732v2,rid1,Vision-Language Models,"Vision-Language Models (VLMs) are advanced computer programs that can understand and interpret both visual data, such as images and videos, and textual data, such as words and sentences. These models are trained to analyze and make sense of combinations of visual and language inputs, enabling them to perform tasks that involve both seeing and reading.",gpt4_abstract
2403.04732v2,rid1,Vision-Language Models,"Vision-Language Models (VLMs) are advanced computer programs designed to understand and interpret both visual content, like pictures and videos, and textual information. They can perform tasks such as describing what’s in an image, answering questions about images, and even generating text-related visual content.",gpt4_rag
2403.04732v2,rid1,multi-hop,Multi-hop reasoning involves making several intermediate logical steps or connections to arrive at a final conclusion or answer. This process requires piecing together information gathered from different sources or aspects to solve complex problems.,gpt4_abstract
2403.04732v2,rid1,multi-hop,Empty Response,gpt4_rag
2403.04732v2,rid1,vision language,"Vision language refers to the field of technology focused on developing systems capable of understanding and processing both visual data (like images or videos) and textual or spoken language simultaneously. This enables computers to interact with, interpret, and respond to visual and textual content in ways similar to human perception and communication.",gpt4_abstract
2403.04732v2,rid1,vision language,"Vision language refers to technology that combines visual information, like images or videos, with text to help computers understand and respond to both visual elements and written or spoken words. This enables tasks such as image captioning, answering questions about images, and more sophisticated interactions between computers and the visual world.",gpt4_rag
2403.04760v1,rid1,iScore,"iScore is an interactive tool designed to help learning engineers upload, analyze, and compare summaries assessed by language models, enabling them to see how changes in the text affect the scoring and visualize various aspects of the model's decision-making process. This visual analytics tool aids in understanding, evaluating, and improving the accuracy and reliability of these language models.",gpt4_abstract
2403.04760v1,rid1,iScore,"iScore is an interactive tool designed to help learning engineers evaluate and improve language models that automatically score written summaries. It provides visual analytics, which means it uses graphics and charts to display data, making it easier for engineers to understand how the models are working and to make necessary adjustments.",gpt4_rag
2403.04760v1,rid1,score provenance,"Score provenance refers to the history and origins of the scores assigned to summaries or text, including details about each evaluation or modification that affected these scores over time. This allows users to understand how and why scores have changed through different revisions or model runs.",gpt4_rag
2403.04760v1,rid1,score provenance,"Score provenance refers to the ability to track and understand the origin of the scores given by the language models to various text summaries, including details about how and why a particular score was assigned.",gpt4_abstract
2403.05112v1,rid1,RLPeri,"RLPeri is a method that uses a type of artificial intelligence called reinforcement learning to improve the process of eye tests that measure the field of vision. This method helps in quickly and accurately determining which areas of the eye are seeing well and which are not, making the test less time-consuming and more effective.",gpt4_rag
2403.05112v1,rid1,RLPeri,"RLPeri is a tool developed using reinforcement learning techniques to optimize the process of visual perimetry testing, which is used to assess a person's visual field. It aims to make these eye exams quicker and more accurate by determining the best order and intensity of visual cues to present during the test.",gpt4_abstract
2403.05112v1,rid1,Visual perimetry,"Visual perimetry is a type of eye test that measures a person's field of vision, including how well they can see in different areas without moving their eyes. This test is important for detecting and monitoring eye health issues, such as glaucoma, which can affect peripheral vision.",gpt4_rag
2403.05112v1,rid1,Visual perimetry,"Visual perimetry is a type of eye test that measures a person's field of vision, particularly the range and sensitivity of their sight, by having them respond to light signals that appear at different places and intensities while they look straight ahead. This test helps identify vision issues stemming from eye or brain problems.",gpt4_abstract
2403.05112v1,rid1,convolutional kernels,"Convolutional kernels are small matrices used in image processing that slide over an image to transform its appearance by detecting specific features like edges or textures, which helps in analyzing the image more effectively. In the context of the visual perimetry test, these kernels help to analyze and interpret various aspects of the visual stimuli presented during the test.",gpt4_abstract
2403.05112v1,rid1,convolutional kernels,"Convolutional kernels are specialized mathematical tools used in image processing and analysis. They work by sliding over an image or data matrix, applying a specific pattern of multipliers to summarize or enhance features within that data, such as edges or textures.",gpt4_rag
2403.05112v1,rid1,ocular or neurological conditions,"Ocular or neurological conditions refer to disorders that affect either the eyes or the nervous system, which includes the brain and spinal cord. These conditions can impact vision, movement, memory, and other bodily functions.",gpt4_rag
2403.05112v1,rid1,ocular or neurological conditions,"Ocular or neurological conditions refer to health issues that affect either the eyes or the nervous system, respectively. These conditions can influence how well someone can see or process visual information, which visual perimetry tests aim to assess.",gpt4_abstract
2403.05112v1,rid1,spatial features,"Spatial features refer to characteristics or patterns within a space that can be observed and quantified, such as the layout, arrangement, and distribution of elements within a visual field or an image. These features help in understanding the structure and organization of the space or image being analyzed.",gpt4_abstract
2403.05112v1,rid1,spatial features,"Spatial features refer to specific characteristics or aspects of a particular area or space that are analyzed or taken into consideration. In various scientific and technological contexts, these may include patterns, structures, or other noteworthy elements derived from the spatial layout and relationships within the given environment.",gpt4_rag
2403.06034v1,rid1,retributive versus restorative moderation strategies,"Retributive moderation strategies involve punishing individuals who break the rules, often by banning them or restricting their participation in a community. In contrast, restorative moderation strategies focus on educating the offenders about the rules and the consequences of their actions, usually through warnings or lighter punishments, aiming to repair harm and maintain community harmony.",gpt4_rag
2403.06034v1,rid1,retributive versus restorative moderation strategies,"Retributive moderation strategies involve penalizing users for their misbehavior, typically by banning or suspending them, emphasizing punishment for the wrongdoing. In contrast, restorative moderation strategies focus on resolving conflicts and mending relationships, involving actions like encouraging apologies or discussions between users to address and resolve issues.",gpt4_abstract
2403.06267v1,rid1,FARPLS,"FARPLS, or Feature-Augmented Robot trajectory Preference Labeling System, is a tool designed to help users more effectively review and compare robot task trajectories by highlighting key differences and important features. This system also organizes the review process by prioritizing videos based on the user's familiarity with the tasks and the difficulty level, enhancing consistency and engagement in labeling preferences without significantly increasing the mental effort required.",gpt4_abstract
2403.06267v1,rid1,FARPLS,"FARPLI trans stands for ""Feature-Augmented Robot Trajectory Preference Labeling System,"" which is a tool designed to help users efficiently evaluate and label robot movements or trajectories. It enhances the labeling process by providing useful features and comparisons that make it easier for users to notice important details and make consistent decisions.",gpt4_rag
2403.06267v1,rid1,Preference-based learning,"Preference-based learning is a method where a system learns to make decisions based on human choices by comparing different options and understanding which one people prefer. This approach helps align automated systems, like robots, with what humans value or consider important by observing their preferences.",gpt4_rag
2403.06267v1,rid1,Preference-based learning,"Preference-based learning is a method used in robotics and artificial intelligence where systems learn to make decisions based on human preferences. This approach involves the system receiving input on which choices humans prefer in certain situations, thereby aligning the machine's actions with human values and expectations.",gpt4_abstract
2403.06267v1,rid1,cognitive loads,"Cognitive load refers to the amount of mental effort and resources required to process information and perform tasks at any given moment. Essentially, it's how much your brain is working to understand and manage what you're doing.",gpt4_rag
2403.06267v1,rid1,cognitive loads,"Cognitive load refers to the amount of mental effort and resources required to process information and perform tasks. In simpler terms, it's how much brain power you need to use to think about or do something.",gpt4_abstract
2403.06267v1,rid1,non-salient,"The term ""non-salient"" refers to features or aspects that are not prominent or easily noticeable. In the context described, this would mean parts of a task or details that do not stand out or catch the observer's attention quickly, potentially being overlooked during evaluation or comparison.",gpt4_abstract
2403.06267v1,rid1,non-salient,"The term ""non-salient"" refers to features or details that do not stand out or are not easily noticeable. These aspects are typically overshadowed by more prominent or eye-catching elements.",gpt4_rag
2403.06267v1,rid1,trajectory pair,"A trajectory pair refers to two separate paths or sequences of movements, often analyzed together to compare their characteristics or to note any differences or similarities between them. This is typically done in studies or applications where understanding the motion and behavior of objects or elements over time is crucial.",gpt4_rag
2403.06267v1,rid1,trajectory pair,"A trajectory pair refers to two sequences of movements or paths taken by a robot as it completes a task, which are compared against each other to determine which one aligns better with human preferences or performs the task more effectively. This comparison helps in understanding and enhancing how robots execute tasks based on human judgment.",gpt4_abstract
2403.06431v1,rid1,Participatory machine learning,Participatory machine learning is an approach where not only the developers but also the users and people impacted by machine learning systems actively contribute ideas and inputs throughout the process of designing and developing the technology. This collaboration aims to ensure the technology works well for everyone it affects by incorporating their perspectives and needs.,gpt4_abstract
2403.06431v1,rid1,Participatory machine learning,"Participatory machine learning is an approach where the development and design of machine learning systems include input and collaboration from the end users and communities who are affected by these systems, aiming for more inclusive and democratic technology.",gpt4_rag
2403.06651v1,rid1,SoniWeight Shoes,"SoniWeight Shoes are a type of wearable technology designed to change how heavy you feel by altering the sounds of your footsteps. These shoes aim to influence one's perception of body weight through auditory feedback, which can be customized and adapted for different uses like sports, rehabilitation, or gaming.",gpt4_rag
2403.06651v1,rid1,SoniWeight Shoes,SoniWeight Shoes are wearable devices designed to change a person's perception of their body weight by altering the sounds their footsteps make. These shoes use different sound frequencies to potentially influence how heavy or light someone feels.,gpt4_abstract
2403.06651v1,rid1,multisensory feedback,"Multisensory feedback refers to the process where input from various senses (like sight, touch, hearing) is combined to influence one's perception or behavior. For example, seeing a visual and hearing a corresponding sound simultaneously can alter what and how one perceives an event or environment.",gpt4_abstract
2403.06651v1,rid1,multisensory feedback,"Multisensory feedback refers to the combination of information from different senses, like sight, sound, and touch, to enhance understanding or interaction with the environment. This integration helps in creating a more comprehensive perception of surroundings or actions.",gpt4_rag
2403.06823v2,rid1,5W1H framework,"The 5W1H framework is a methodical approach used to explore and understand problems or topics by asking six basic questions: Who, What, When, Where, Why, and How. This technique helps in breaking down and organizing information to make the analysis more comprehensive and effective.",gpt4_abstract
2403.06823v2,rid1,5W1H framework,"The 5W1H framework is a method used to gather detailed information by answering six questions about a topic: Who, What, When, Where, Why, and How. This approach helps to thoroughly explore and understand various aspects of a subject by breaking it down into these fundamental questions.",gpt4_rag
2403.06823v2,rid1,European AI Act,The European AI Act is a proposed set of regulations by the European Union aimed at managing the risks and impacts of Artificial Intelligence technologies across all member countries to ensure AI is used safely and transparently.,gpt4_abstract
2403.06823v2,rid1,European AI Act,"The European AI Act is a proposed set of regulations by the European Union aimed at creating uniform rules for the development, deployment, and use of artificial intelligence systems across EU countries. Its goals are to ensure that AI technologies are used safely and transparently, protecting the rights and safety of individuals.",gpt4_rag
2403.07082v1,rid1,(CSCL) environment,"A CSCL (Computer-Supported Collaborative Learning) environment is a setting where students use computers and digital technology to work together and learn from each other, often collaborating in groups to tackle learning tasks or projects online.",gpt4_rag
2403.07082v1,rid1,(CSCL) environment,"A computer-supported collaborative learning (CSCL) environment is a setting where technology is used to help groups of students work together and learn from each either through shared activities and discussions, often facilitated by digital tools and platforms.",gpt4_abstract
2403.07082v1,rid1,asynchronous group brainstorming session,"An asynchronous group brainstorming session is a collaborative activity where participants contribute their ideas and thoughts at different times rather than interacting simultaneously. This allows each participant to reflect and respond when it is most convenient for them, rather than needing everyone to be available at the same time.",gpt4_abstract
2403.07082v1,rid1,asynchronous group brainstorming session,"An asynchronous group brainstorming session is a collaborative activity where participants discuss and generate ideas at different times rather than simultaneously, often using digital tools to communicate. This allows each member to contribute at their convenience, providing flexibility in collaboration across various time zones or schedules.",gpt4_rag
2403.07131v1,rid1,Capsule Attention policy model,The Capsule Attention policy model is a sophisticated method used in robotics to help determine which tasks each robot should do. It improves decision-making by focusing on important information and combining data about both tasks and the condition of the robots.,gpt4_rag
2403.07131v1,rid1,Capsule Attention policy model,"The Capsule Attention policy model is a type of computer algorithm used to selectively focus on certain parts of data, enabling a system to effectively learn and make decisions by prioritizing important information. In the context of allocating tasks to robots, this model helps determine the best task for each robot by weighing different task and robot combinations.",gpt4_abstract
2403.07131v1,rid1,GRL-derived incentive,"A GRL-derived incentive refers to a motivational factor or reward structure created using a method known as Graph Reinforcement Learning. This technique utilizes graphs to learn and optimize decision-making processes, helping to guide actions in complex situations where multiple options are available.",gpt4_rag
2403.07131v1,rid1,GRL-derived incentive,"A GRL-derived incentive refers to a method where an AI system uses a technique called Graph Reinforcement Learning to determine the best way to distribute tasks among multiple robots. This approach learns the most effective motivations or rewards to guide the decision-making process, rather than using predefined rules set by humans.",gpt4_abstract
2403.07131v1,rid1,Graph Reinforcement Learning (GRL) framework,"The Graph Reinforcement Learning (GRL) framework is a method used in artificial intelligence to solve complex problems where decisions are made by understanding and using the relationships between different elements, represented as a graph. This approach enables the system to learn from past experiences to make better decisions in similar future scenarios.",gpt4_rag
2403.07131v1,rid1,Graph Reinforcement Learning (GRL) framework,"The Graph Reinforcement Learning (GRL) framework is a method used in computer science where a system learns how to make decisions by using a network structure, called a graph, to understand how different elements are connected. This system improves its decision-making skills over time by continuously learning from its experiences, much like how humans learn from their past actions.",gpt4_abstract
2403.07131v1,rid1,LogNormal distribution matrix,"A LogNormal distribution matrix represents data where the logarithm of the values follows a normal distribution. In simpler terms, it is a structured set of data where each number, when transformed by taking its logarithm, resembles a bell-shaped curve, commonly used to model values that can't be negative.",gpt4_abstract
2403.07131v1,rid1,LogNormal distribution matrix,"A LogNormal distribution matrix contains values that are not directly the values of interest but represent the parameters, such as the mean and standard deviation, used to describe LogNormal distributions for each entry in the matrix. These distributions are then used to generate the actual values that are assumed to be naturally skewed, such as size measurements or stock prices, where the values can't go below zero but can potentially grow very large.",gpt4_rag
2403.07131v1,rid1,Multi-Robot Task Allocation,"Multi-Robot Task Allocation refers to the process of assigning tasks to a group of robots in a way that maximizes the efficiency and effectiveness with which the group completes the tasks. This can involve determining which robot should perform which task, given their capabilities and the objectives of the tasks.",gpt4_rag
2403.07131v1,rid1,Multi-Robot Task Allocation,Multi-Robot Task Allocation (MRTA) refers to the process of efficiently assigning various tasks to different robots in a way that optimizes how the group as a whole completes these tasks. This involves deciding which robot will perform each task based on factors such as task requirements and robot capabilities.,gpt4_abstract
2403.07131v1,rid1,Multihead Attention based decoders,"Multihead Attention based decoders are components in computer models that process multiple pieces of information at the same time. This allows the model to better understand complex relationships in the data it is analyzing, ultimately leading to more accurate interpretations or decisions.
",gpt4_rag
2403.07131v1,rid1,Multihead Attention based decoders,"Multihead Attention based decoders are components in a computational model that allow the system to focus on different parts of input data simultaneously to better understand the relationships and importance of these parts. By doing so, they help in generating more accurate and relevant outputs based on the input they receive.",gpt4_abstract
2403.07131v1,rid1,auction-based methods,"Auction-based methods are a way to assign tasks to robots by having the robots ""bid"" for the tasks they want or are best suited to complete, similar to bidders in a traditional auction competing for an item. The task is then assigned to the robot with the best bid, often considering factors like the robot's suitability or efficiency for the task.",gpt4_abstract
2403.07131v1,rid1,auction-based methods,"Auction-based methods are a way to allocate tasks or resources where different parties (like robots or companies) bid against each opening, much like an auction for art, to determine who will take on each task based on their bids. This process helps in choosing the most suitable party for each task efficiently.",gpt4_rag
2403.07131v1,rid1,bipartite graph matching approach,"A bipartite graph matching approach is a method used to pair two different types of entities (such as tasks and robots) by connecting them in a graph where each connection, or edge, represents a potential pairing. This method helps in deciding the best way to assign each task to a robot so that the overall effectiveness or efficiency is maximized.",gpt4_abstract
2403.07131v1,rid1,bipartite graph matching approach,"A bipartite graph matching approach involves connecting two separate groups, such as robots and tasks, where each connection (or edge) links a member from one group to a member from the other. The goal is to find the best set of connections that optimizes a particular outcome, like minimizing time spent or maximizing efficiency.",gpt4_rag
2403.07131v1,rid1,bipartite graph matching methods,"Bipartite graph matching methods are an approach used to pair two different types of entities (such as tasks and robots) by connecting them in a graph where each connection, or edge, links one entity from each type. This method helps to determine the best way to pair these entities based on certain criteria or rules.",gpt4_abstract
2403.07131v1,rid1,bipartite graph matching methods,"Bipartite graph matching methods involve connecting items from two separate groups (like students and schools, or jobs and job-seekers) in such a way that the pairs are as optimal as possible, often based on specific criteria or preferences. This technique ensures that each item from one group is matched with only one item from the other group, without any overlaps.",gpt4_rag
2403.07131v1,rid1,expert-specified heuristics,"Expert-specified heuristics are rules or guidelines created by specialists to help solve problems efficiently, based on their knowledge and experience. These heuristics are designed to simplify decision-making processes in complex situations.",gpt4_rag
2403.07131v1,rid1,expert-specified heuristics,"Expert-specified heuristics are rules or guidelines developed by specialists based on their knowledge and experience to help solve complex problems more quickly and effectively. These heuristics are used to guide decision-making processes, particularly in scenarios involving complicated calculations or where quick judgments are necessary.",gpt4_abstract
2403.07131v1,rid1,genetic algorithms,"Genetic algorithms are a type of computer algorithm inspired by natural selection, where potential solutions to a problem compete against each other, and the best ones are chosen to create new solutions. This process repeats over multiple generations, ideally leading to better and better solutions as it progresses.",gpt4_rag
2403.07131v1,rid1,genetic algorithms,"Genetic algorithms are a type of computer algorithm inspired by the process of natural selection, where solutions to problems evolve over time through processes resembling biological evolution, such as selection, crossover, and mutation. These algorithms repeatedly modify a population of individual solutions to produce new generations of solutions, aiming to find the best or most optimal solution to a problem.",gpt4_abstract
2403.07131v1,rid1,"heuristics-aided
methods","Heuristics-aided methods are approaches that use simple rules or shortcuts to speed up problem-solving and decision-making processes. These methods help in handling complex problems more efficiently by approximating solutions rather than calculating exact answers, making them useful in situations where quick responses are necessary.",gpt4_abstract
2403.07131v1,rid1,"heuristics-aided
methods","Heuristics-aided methods refer to strategies or principles used to make decisions or solve problems more quickly and efficiently, which may not necessarily find the perfect solution but are practical when tackling complex issues under constraints like limited time or information.",gpt4_rag
2403.07131v1,rid1,neural network based policy,"A neural network based policy refers to a set of rules or decision-making guidelines created using a system that mimics the human brain, which processes information and learns from it to optimize tasks or solve problems. This type of policy utilizes complex algorithms to analyze and react according to the data it is trained on, enabling it to make intelligent decisions almost automatically.",gpt4_abstract
2403.07131v1,rid1,neural network based policy,"A neural network-based policy is a set of guidelines or rules created by a type of artificial intelligence that learns patterns and information from data. This automated system uses these learned guidelines to make decisions, much like a human using experience to choose the best course of action.",gpt4_rag
2403.07131v1,rid1,original capsule attention network architecture,"The original capsule attention network architecture is a design in computer models that helps determine how important various parts of data are relative to each other by processing them in small groups called ""capsules."" This structure helps the model to focus on the most relevant information when making decisions or predictions.",gpt4_abstract
2403.07131v1,rid1,original capsule attention network architecture,"The original capsule attention network architecture is a type of artificial intelligence model designed to focus on and understand important parts of data, like images or text, by mimicking some aspects of how human brains process information. This model structures data into ""capsules,"" small groups of neurons that work together to detect and interpret patterns and features, aiming to improve the way machines perceive and react to complex inputs.",gpt4_rag
2403.07131v1,rid1,positive bigraph weights,"Positive bigraph weights are values assigned to the connections between elements of two groups (like robots and tasks) in a graph, indicating the strength or desirability of these connections. In contexts where these connections represent things like task assignments, a higher weight suggests a better or more preferred match between elements from each group.",gpt4_rag
2403.07131v1,rid1,positive bigraph weights,"Positive bigraph weights are numerical values assigned to the connections (edges) between tasks and robots in a graph structure, where these values are positive, indicating the strength or preference for linking specific tasks to specific robots. These weights help in deciding the most effective task assignment in multi-robot systems.",gpt4_abstract
2403.07997v1,rid1,Extended Reality,"Extended Reality (XR) is a term that encompasses all environments that combine real and virtual elements, including augmented reality (AR), virtual reality (VR), and everything in between. It allows users to interact with and experience artificial environments in a way that feels real.",gpt4_rag
2403.07997v1,rid1,Extended Reality,"Extended Reality (XR) refers to all real-and-virtual combined environments and human-machine interactions generated by computer technology and wearables. It includes the spectrum of augmented reality (AR), virtual reality (VR), and mixed reality (MR) technologies.",gpt4_abstract
2403.07997v1,rid1,Fast-Forward Reality,"Fast-Forward Reality is an Extended Reality (XR) based system designed to help users create and improve rules for controlling smart devices by letting them simulate and test these rules in a virtual environment before applying them in the real world. This allows users to see how the rules would work and make necessary adjustments, ensuring the devices behave as intended.",gpt4_abstract
2403.07997v1,rid1,Fast-Forward Reality,Fast-Forward Reality is a system that allows users to create and adjust rules for automatic actions in smart devices by using virtual and augmented reality tools to simulate and test different scenarios. This helps ensure that the automated actions work properly in everyday situations before being fully implemented.,gpt4_rag
2403.07997v1,rid1,context-aware policies,"Context-aware policies (CAPs) are rules or guidelines used by smart devices that change their behavior based of specific situations involving the user and the surrounding environment. For example, a context-aware policy could automatically adjust the lighting and temperature in a room based on the time of day, the weather outside, and the presence of people in the room.",gpt4_abstract
2403.07997v1,rid1,context-aware policies,"Context-aware policies (CAPs) are rules or settings designed to automate and control smart devices based on the specific conditions such as location or time of day. For example, a CAP could automatically turn on your home lights when it detects that you have arrived home in the evening.",gpt4_rag
2403.08041v1,rid1,Gamification,"Gamification refers to the practice of applying elements typically found in games, such as scoring points, competing with others, and earning rewards, to non-game environments like apps and websites to increase engagement or motivate specific behaviors.",gpt4_abstract
2403.08041v1,rid1,Gamification,"Gamification is the application of game-like elements, such as points, badges, and leaderboards, to non-game contexts in order to enhance user engagement and motivation. This strategy is often employed in various fields such as education, health, and business to influence behavior and improve user interaction with systems or services.",gpt4_rag
2403.08041v1,rid1,Platonic and Aristotelian philosophies,"Platonic philosophy, based on the ideas of Plato, explores concepts like the reality of ideal forms and the pursuit of philosophical wisdom, suggesting that the world we perceive is just a shadow of a more perfect, abstract realm. Aristotelian philosophy, founded by Aristotle, focuses on practical ethics and the development of virtues that lead to a fulfilling life, emphasizing the importance of balanced actions and moral character.",gpt4_rag
2403.08041v1,rid1,Platonic and Aristotelian philosophies,"Platonic and Aristotelian philosophies refer to the teachings of the ancient Greek philosophers Plato and Aristotle, respectively. Plato's philosophy often explores ideals and perfect forms, whereas Aristotle's teachings focus on practical ethics, the pursuit of virtue, and achieving happiness through living a balanced life.",gpt4_abstract
2403.08041v1,rid1,altruistic actions,"Altruistic actions are deeds done to help others without expecting anything in return, reflecting a selfless concern for the well-being of others.",gpt4_rag
2403.08041v1,rid1,altruistic actions,"Altruistic actions refer to behaviors motivated by a genuine desire to help others, without seeking any personal gain or benefit from those actions. In the context of gamification, this might involve players performing tasks that directly benefit other players or contribute positively to the community within the game.",gpt4_abstract
2403.08041v1,rid1,eudaimonia,"Eudaimonia is a term from ancient Greek philosophy that refers to the highest state of human happiness and fulfillment, often linked with living a life of virtue and achieving one's true potential.",gpt4_abstract
2403.08041v1,rid1,eudaimonia,"Eudaimonia is a Greek term often translated as ""happiness"" or ""flourishing,"" which refers to the highest human good and the fulfilling, meaningful life that results from living virtuously and reaching one's full potential.",gpt4_rag
2403.08041v1,rid1,moderation,Empty Response,gpt4_rag
2403.08041v1,rid1,moderation,"Moderation refers to the practice of avoiding extremes, instead aiming for a balanced or middle-ground approach in actions and decisions. It involves regulating behavior or activities to not exceed limits deemed reasonable or healthy.",gpt4_abstract
2403.08057v1,rid1,Extended Reality,"Extended Reality (XR) is a term that encompasses all types of technologies that combine real and virtual environments, including virtual reality (VR), augmented reality (AR), and mixed reality (MR). These technologies create immersive digital experiences that can mimic real-world or imaginary settings.",gpt4_abstract
2403.08057v1,rid1,Extended Reality,"Extended Reality (XR) refers to technologies that combine real and virtual environments, including virtual reality (VR), augmented reality (AR), and everything in between. These technologies allow users to either immerse themselves in a fully virtual environment or see the real world enhanced with digital overlays and interactive features.",gpt4_rag
2403.08057v1,rid1,MineXR,"MineXR is a tool designed to collect and analyze data on how people interact with and customize their Extended Reality (XR) environments. It allows participants to design their own XR interfaces using elements from their smartphones, which helps researchers and designers understand user preferences and improve the design of XR technology.",gpt4_abstract
2403.08057v1,rid1,MineXR,"MineXR is a platform designed to help researchers collect and study how people interact with and customize their virtual (XR) environments, by allowing participants to use elements from their smartphones to create and adjust their virtual surroundings, which they can then view through a headset. This helps researchers understand user preferences and behaviors in these virtual settings, providing insights for developing future XR technologies.",gpt4_rag
2403.08451v1,rid1,European Union and Gulf Cooperation Council (GCC) countries,"The European Union (EU) and Gulf Cooperation Council (GCC) refer to two different regional organizations. The EU is a political and economic union of member countries primarily located in Europe, while the GCC is a regional intergovernmental union consisting of Arab states located around the Persian Gulf.",gpt4_rag
2403.08451v1,rid1,European Union and Gulf Cooperation Council (GCC) countries,"The European Union (EU) refers to a political and economic union of several European countries that have agreed to have standardized laws and policies to facilitate trade and cooperation among them. The Gulf Cooperation Council (GCC) is a regional intergovernmental political and economic union consisting of Arab states around the Persian Gulf, including countries like Saudi Arabia, Kuwait, the UAE, Qatar, Bahrain, and Oman.",gpt4_abstract
2403.08451v1,rid1,open government data (OGD),"Open government data (OGD) refers to the practice of government agencies making data freely available to the public in a way that is easy for people to access and use. This type of data is often shared through online platforms or portals and is intended to increase transparency, improve public services, and encourage collaboration between the government and its citizens.",gpt4_abstract
2403.08451v1,rid1,open government data (OGD),"Open government data (OGD) refers to the practice of governments making various types of information, such as statistics and data from various government operations, freely available to the public. This availability allows people to use and re-use the data for different purposes, fostering transparency and enabling greater citizen engagement with the government.",gpt4_rag
2403.08940v1,rid1,Additive manufacturing,"Additive manufacturing is a process of creating three-dimensional objects by adding material layer by layer, allowing for intricate designs and complex internal structures that might be difficult to achieve with traditional manufacturing methods. This technique is widely used in industries such as aerospace, medical, and consumer products to produce everything from small parts to larger, customized items.",gpt4_abstract
2403.08940v1,rid1,Additive manufacturing,"Additive manufacturing, commonly known as 3D printing, is a process where a machine builds items layer by layer from a digital model, allowing for the creation of complex and customized shapes that would be difficult to make with traditional manufacturing methods. This technique can use various materials, such as plastics or metals, to produce objects ranging from simple tools to advanced aerospace components.",gpt4_rag
2403.08940v1,rid1,Nielsen's heuristics approach,Nielsen's heuristics approach refers to a set of guidelines developed by usability expert Jakob Nielsen to evaluate the user-friendliness and functionality of user interfaces. These guidelines help designers identify problems and improve the ease of use and overall experience of a system.,gpt4_abstract
2403.08940v1,rid1,Nielsen's heuristics approach,"Nielsen's heuristics approach is a set of guidelines used to evaluate and improve the usability of user interfaces, ensuring they are easy to use and understand. These guidelines help designers avoid common design pitfalls and enhance the overall user experience by focusing on key aspects like simplicity, consistency, and clarity.",gpt4_rag
2403.08940v1,rid1,collaborative virtual reality,"Collaborative virtual reality (VR) is a technology that allows multiple users to interact and work together within a digital, three-dimensional environment. This environment can be accessed from different locations, enabling people to meet virtually, share ideas, and inspect objects together, despite being physically apart.",gpt4_rag
2403.08940v1,rid1,collaborative virtual reality,"Collaborative virtual reality (VR) refers to a technology that allows multiple users, possibly located in different geographic areas, to enter and interact within a digital environment as if they were together in the same physical space. This shared virtual space enables them to work together, discuss, and explore data or objects in real-time, despite being physically apart.",gpt4_abstract
2403.08940v1,rid1,volumetric imaging,"Volumetric imaging is a type of 3D imaging technology used to create detailed internal views of objects by capturing information about the volume inside them. Commonly, methods like X-ray CT scans are used in this process to see inside complex structures without cutting them open.",gpt4_abstract
